episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
299,0.000726,0.809934,-0.000263,0.002949,0.273485,0.004593,9,2505.190103
300,0.000782,0.795213,-0.000023,0.000847,0.274324,0.004172,13,2509.387257
301,0.000764,0.799934,-0.000133,0.000961,0.275258,0.003315,7,2513.573449
302,0.000789,0.793319,-0.000034,0.001638,0.276285,0.002531,16,2517.769624
303,0.000744,0.805264,0.000021,0.000614,0.277381,0.004495,13,2521.737169
304,0.000758,0.801464,-0.000065,0.001641,0.278566,0.004600,10,2525.839355
305,0.000798,0.790950,0.000084,0.000425,0.279806,0.004633,11,2530.020036
306,0.000803,0.789618,0.000115,0.001397,0.280767,0.003380,6,2534.013773
307,0.000764,0.799851,0.000122,0.000619,0.281895,0.003342,15,2538.135877
308,0.000763,0.800262,-0.000185,0.000704,0.283005,0.002734,7,2542.093686
309,0.000867,0.773073,0.000221,0.001612,0.283854,0.003332,10,2546.333067
310,0.000815,0.786659,-0.000016,0.001259,0.284683,0.005307,7,2550.330745
311,0.000986,0.741774,0.000261,0.006503,0.285250,0.004564,6,2554.257761
312,0.000782,0.795173,0.000247,0.002893,0.286762,0.004743,30,2558.631533
313,0.000711,0.813753,-0.000027,0.000859,0.289432,0.001425,30,2562.775031
314,0.000922,0.758644,-0.000301,0.006086,0.291210,0.005909,5,2566.850189
315,0.000848,0.777887,-0.000198,0.002037,0.291779,0.003529,8,2571.195309
316,0.000865,0.773453,-0.000080,0.002051,0.292530,0.002550,11,2575.074899
317,0.000840,0.780034,-0.000014,0.002795,0.293050,0.003435,4,2579.238243
318,0.000913,0.760909,0.000021,0.004864,0.293620,0.004751,11,2583.215892
319,0.000825,0.783982,0.000092,0.003230,0.294462,0.004191,8,2587.323053
320,0.000831,0.782372,-0.000086,0.000966,0.295347,0.003906,11,2591.361970
321,0.000886,0.767997,-0.000302,0.002666,0.296102,0.003631,5,2595.459024
322,0.000768,0.798839,-0.000287,0.001301,0.296585,0.004794,5,2599.498750
323,0.000999,0.738321,0.000027,0.002711,0.298704,0.002928,30,2603.901920
324,0.000810,0.787900,0.000253,0.002156,0.301179,0.004277,8,2607.975364
325,0.000945,0.752668,-0.000347,0.004231,0.302096,0.003166,8,2611.901119
326,0.000801,0.790292,0.000050,0.001825,0.302891,0.004810,9,2616.075686
327,0.000906,0.762626,-0.000474,0.004501,0.303570,0.003907,6,2620.419552
328,0.000828,0.783089,-0.000027,0.000999,0.304145,0.004957,6,2624.653013
329,0.001127,0.705004,0.000046,0.014515,0.304638,0.003658,4,2628.656421
330,0.000901,0.764003,-0.000576,0.003614,0.305079,0.005489,4,2632.710875
331,0.000989,0.740964,0.000065,0.001726,0.306657,0.003480,30,2637.299632
332,0.000888,0.767587,-0.000507,0.001798,0.308057,0.003451,5,2641.503915
333,0.000800,0.790513,0.000045,0.001569,0.308953,0.003912,18,2645.456147
334,0.000854,0.776464,-0.000017,0.000759,0.309905,0.003920,9,2649.687234
335,0.001047,0.725865,-0.000270,0.002950,0.310600,0.003966,7,2653.718464
336,0.000841,0.779788,0.000111,0.001442,0.312262,0.003129,30,2658.257985
337,0.000834,0.781711,-0.000074,0.000550,0.314237,0.002845,12,2662.556715
